Drug,Primary Indication,Virus,Virus Group,Cell lines,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Approved,Phase IV,Potential target,Mode_of_action,Reference,Virus Family,Virus Name,Viral Strain/Type,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,InChI_Key,Approval Status,Negative Result?
GS-441524,Antiviral,DENV-2,(+)ssRNA,*,,,,,,,,Viral RNA pol,nucleoside analog,PMID: 22446091,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB15686,44468216,BRDWIEOJOWJCLU-LTGWCKQJSA-N,Experimental,
GS-441524,Antiviral,HCV,(+)ssRNA,*,,,,,,,,Viral RNA pol,nucleoside analog,PMID: 22446091,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB15686,44468216,BRDWIEOJOWJCLU-LTGWCKQJSA-N,Experimental,
GS-441524,Antiviral,HPIV-3,(-)ssRNA,*,,,,,,,,Viral RNA pol,nucleoside analog,PMID: 22446091,Paramyxoviridae,Human respirovirus 3,,"Bronchiolitis, Bronchitis, Pneumonia",4,DB15686,44468216,BRDWIEOJOWJCLU-LTGWCKQJSA-N,Experimental,
GS-441524,Antiviral,MERS-CoV,(+)ssRNA,*,,,,,,,,Viral RNA pol,nucleoside analog,PMID: 29511076,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB15686,44468216,BRDWIEOJOWJCLU-LTGWCKQJSA-N,Experimental,
GS-441524,Antiviral,YFV,(+)ssRNA,*,,,,,,,,Viral RNA pol,nucleoside analog,PMID: 22446091,Flaviviridae,Yellow fever virus,,Yellow fever,2,DB15686,44468216,BRDWIEOJOWJCLU-LTGWCKQJSA-N,Experimental,
GSK583,N/A,ZIKV,(+)ssRNA,*,,,,,,,,Human RIPK2,Inhibition of PRR signaling,PMID: 34001511,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,67469084,XLOGLWKOHPIJLV-UHFFFAOYSA-N,Experimental,
GSK583,N/A,DENV-2,(+)ssRNA,*,,,,,,,,Human RIPK2,Inhibition of PRR signaling,PMID: 34001511,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,N/A,67469084,XLOGLWKOHPIJLV-UHFFFAOYSA-N,Experimental,
GSK583,N/A,MAYV,(+)ssRNA,*,,,,,,,,Human RIPK2,Inhibition of PRR signaling,PMID: 34001511,Togaviridae,Mayaro virus,,"Mayaro virus disease (rash, fever, headache, myalgia, joint pain)",6,N/A,67469084,XLOGLWKOHPIJLV-UHFFFAOYSA-N,Experimental,
GSK583,N/A,CVB-5,(+)ssRNA,*,,,,,,,,Human RIPK2,Inhibition of PRR signaling,PMID: 34001511,Picornaviridae,Enterovirus B,Coxsackievirus B5,Fever; headache; sore throat; gastroenteritis; pericarditis; myocarditis,9,N/A,67469084,XLOGLWKOHPIJLV-UHFFFAOYSA-N,Experimental,
GSK583,N/A,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human RIPK2,Inhibition of PRR signaling,PMID: 34001511,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,67469084,XLOGLWKOHPIJLV-UHFFFAOYSA-N,Experimental,
GSK717,N/A,ZIKV,(+)ssRNA,,*,,,,,,,Human NOD2,Inhibiton of PRR signaling,PMID: 34001511,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,102369397,YDOATJUIIFWTKQ-UHFFFAOYSA-N,Experimental,
GSK717,N/A,DENV-2,(+)ssRNA,*,,,,,,,,Human NOD2,Inhibiton of PRR signaling,PMID: 34001511,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,N/A,102369397,YDOATJUIIFWTKQ-UHFFFAOYSA-N,Experimental,
GSK717,N/A,MAYV,(+)ssRNA,*,,,,,,,,Human NOD2,Inhibiton of PRR signaling,PMID: 34001511,Togaviridae,Mayaro virus,,"Mayaro virus disease (rash, fever, headache, myalgia, joint pain)",6,N/A,102369397,YDOATJUIIFWTKQ-UHFFFAOYSA-N,Experimental,
GSK717,N/A,CVB-5,(+)ssRNA,*,,,,,,,,Human NOD2,Inhibiton of PRR signaling,PMID: 34001511,Picornaviridae,Enterovirus B,Coxsackievirus B5,Fever; headache; sore throat; gastroenteritis; pericarditis; myocarditis,9,N/A,102369397,YDOATJUIIFWTKQ-UHFFFAOYSA-N,Experimental,
GSK717,N/A,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human NOD2,Inhibiton of PRR signaling,PMID: 34001511,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,102369397,YDOATJUIIFWTKQ-UHFFFAOYSA-N,Experimental,
Halofuginone,Anticancer,CHIKV,(+)ssRNA,,*,,,,,,,Human (multiple),tRNA synthase inhibitor,PMID: 30521835,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB04866,400772,LVASCWIMLIKXLA-LSDHHAIUSA-N,Investigational,
Halofuginone,Anticancer,DENV-2,(+)ssRNA,,*,,,,,,,Human (multiple),tRNA synthase inhibitor,PMID: 30521835,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB04866,400772,LVASCWIMLIKXLA-LSDHHAIUSA-N,Investigational,
Hexachlorophene,Antibiotic,BKV,dsDNA,*,,,,,,,,Unknown,N/A,PMID:22898086,Polyomaviridae,Human polyomavirus 1,,Nephropathy and hemorrhagic cystitis,-1,DB00756,3598,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Withdrawn,
Hexachlorophene,Antibiotic,MERS-CoV,(+)ssRNA,*,,,,,,,,Unknown,N/A,PMID:25451075,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB00756,3598,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Withdrawn,
Hexachlorophene,Antibiotic,SFTSV,(-)ssRNA,*,,,,,,,,Unknown,N/A,PMID:31027241,Phenuiviridae,Dabie bandavirus,,Severe fever with thrombocytopenia syndrome,23,DB00756,3598,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Withdrawn,
Hexachlorophene,Antibiotic,SV40,dsDNA,*,,,,,,,,Unknown,N/A,PMID:22898086,Polyomaviridae,Macaca mulatta polyomavirus 1,Simian vacuolating virus 40 ,Causes tumors,-1,DB00756,3598,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Withdrawn,
Homoharringtonine,Anticancer,ECHOV-1,(+)ssRNA,*,,,,,,,,Human ribosome,Protein translation inhibitor,PMID: 31635418,Picornaviridae,Enterovirus B,Echovirus E1,"Mild symptoms, meningitis",9,DB04865,285033,HYFHYPWGAURHIV-JFIAXGOJSA-N,Approved,
Homoharringtonine,Anticancer,HBV,dsDNA-RT,*,,,,,,,,Human ribosome,Protein translation inhibitor,PMID:17458779,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB04865,285033,HYFHYPWGAURHIV-JFIAXGOJSA-N,Approved,
Homoharringtonine,Anticancer,HSV-1,dsDNA,*,,,,,,,,Human ribosome,Protein translation inhibitor,PMID:30388805,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB04865,285033,HYFHYPWGAURHIV-JFIAXGOJSA-N,Approved,
Homoharringtonine,Anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human ribosome,Protein translation inhibitor,PMID:25451075,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB04865,285033,HYFHYPWGAURHIV-JFIAXGOJSA-N,Approved,
Homoharringtonine,Anticancer,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human ribosome,Protein translation inhibitor,PMID: 32251767,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB04865,285033,HYFHYPWGAURHIV-JFIAXGOJSA-N,Approved,
Homoharringtonine,Anticancer,VZV,dsDNA,*,,,,,,,,Human ribosome,Protein translation inhibitor,PMID:30456755,Herpesviridae,Human alphaherpesvirus 3,,Chickenpox (varicella),12,DB04865,285033,HYFHYPWGAURHIV-JFIAXGOJSA-N,Approved,
Hydroxychloroquine,Antimalarial,SARS-CoV-2,(+)ssRNA,,,,,,,,*,Human (multiple),Unclear,NCT04359316; PMID: 32194981,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB01611,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Approved,
Hydroxychloroquine,Antimalarial,HIV-1,ssRNA-RT,*,,,*,*,,,,Human (multiple),Unclear,PMID:8565026; NCT01067417,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB01611,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Approved,
Hydroxychloroquine,Antimalarial,ZIKV,(+)ssRNA,*,,*,,,,,,Human (multiple),Unclear,PMID:28694387,Flaviviridae,Zika virus,,Zika virus disease,2,DB01611,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Approved,
Hydroxychloroquine,Antimalarial,CHIKV,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:27699657,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB01611,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Approved,
Hydroxychloroquine,Antimalarial,DENV-2,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:25321315,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB01611,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Approved,
Hydroxychloroquine,Antimalarial,MERS-CoV,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID: 24841273,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB01611,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Approved,
Hydroxychloroquine,Antimalarial,SARS-CoV,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID: 24841273,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB01611,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Approved,
Hydroxyzine,Antipsychotic; Anti-inflammatory,HCV,(+)ssRNA,*,,,,,,,,Human ion channel,Prevent viral entry,PMID: 24709263,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00557,3658,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,Approved,
Hydroxyzine,Antipsychotic; Anti-inflammatory,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human ion channel,Prevent viral entry,PMID: 33309272,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00557,3658,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,Approved,
Idoxuridine,Antiviral,HSV-1,dsDNA,,,,,,,*,,Viral DNA pol,Inhibits viral DNA synthesis,DrugBank ID: DB00249 ,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,HSV-2,dsDNA,,,,,,,*,,Viral DNA pol,Inhibits viral DNA synthesis,DrugBank ID: DB00249 ,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,HPV-6,dsDNA,,,,,*,,,,Viral DNA pol,Inhibits viral DNA synthesis,PMID: 2174190,Papillomaviridae,Alphapapillomavirus 10,Human papillomavirus type 6,Genital warts and laryngeal papillomatosis,37,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,HPV-11,dsDNA,,,,,*,,,,Viral DNA pol,Inhibits viral DNA synthesis,PMID: 2174190,Papillomaviridae,Alphapapillomavirus 10,Human papillomavirus 11,,,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,HPV-16,dsDNA,,,,,*,,,,Viral DNA pol,Inhibits viral DNA synthesis,PMID: 2174190,Papillomaviridae,Alphapapillomavirus 9,Human papillomavirus type 16,,,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,HPV-18,dsDNA,,,,,*,,,,Viral DNA pol,Inhibits viral DNA synthesis,PMID: 2174190,Papillomaviridae,Alphapapillomavirus 7,Human papillomavirus type 18,,,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,ORFV,dsDNA,,,,*,,,,,Viral DNA pol,Inhibits viral DNA synthesis,PMID: 6539075,Poxviridae,Orf virus,,Orf disease,5,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,PyV,dsDNA,,,*,,,,,,Viral DNA pol,Inhibits viral DNA synthesis,PMID: 14320955,Polyomaviridae,,,,-1,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Idoxuridine,Antiviral,VACV,dsDNA,,,*,,,,,,Viral DNA pol,Inhibits viral DNA synthesis,PMID: 12183236,Poxviridae,Vaccinia virus,,No disease in human,5,DB00249,5905,XQFRJNBWHJMXHO-RRKCRQDMSA-N,Approved,
Ilaprazole,Antibiotic,HSV-1,dsDNA,*,,,,,,,,Human vesicular trafficking,"Inhibition of Tsg101, prevents viral budding",PMID: 33731460,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB11964,214351,HRRXCXABAPSOCP-UHFFFAOYSA-N,Investigational,
Ilaprazole,Antibiotic,HSV-2,dsDNA,*,,,,,,,,Human vesicular trafficking,"Inhibition of Tsg101, prevents viral budding",PMID: 33731460,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB11964,214351,HRRXCXABAPSOCP-UHFFFAOYSA-N,Investigational,
Ilaprazole,Antibiotic,HIV-1,ssRNA-RT,*,,,,,,,,Human vesicular trafficking,"Inhibition of Tsg101, prevents viral budding",PMID: 33731460,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB11964,214351,HRRXCXABAPSOCP-UHFFFAOYSA-N,Investigational,
Imatinib,Anticancer,SARS-CoV-2,(+)ssRNA,,,,,,*,,,Human PTK,Abl; Kit; PDGFRB inhibitor,NCT04394416,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00619,5291,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Approved,
Imatinib,Anticancer,BKV,dsDNA,*,,,,,,,,Human PTK,Abl; Kit; PDGFRB inhibitor,PMID:21088155,Polyomaviridae,Human polyomavirus 1,,Nephropathy and hemorrhagic cystitis,-1,DB00619,5291,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Approved,
Imatinib,Anticancer,HCV,(+)ssRNA,*,,,,,,,,Human PTK,Abl; Kit; PDGFRB inhibitor,PMID:28674529,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00619,5291,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Approved,
Imatinib,Anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human PTK,Abl; Kit; PDGFRB inhibitor,PMID:27466418,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB00619,5291,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Approved,
Imatinib,Anticancer,SARS-CoV,(+)ssRNA,*,,,,,,,,Human PTK,Abl; Kit; PDGFRB inhibitor,PMID:27466418,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB00619,5291,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Approved,
Indinavir,Antiviral,HIV-1,ssRNA-RT,,,,,,,*,,Viral protease,Protease inhibitor,DrugBank ID: DB00224,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00224,5362440,CBVCZFGXHXORBI-PXQQMZJSSA-N,Approved,
Indinavir,Antiviral,HPV-16,dsDNA,*,,,,,,,,Viral protease,Protease inhibitor,PMID: 17310826,Papillomaviridae,Alphapapillomavirus 9,Human papillomavirus type 16,,,DB00224,5362440,CBVCZFGXHXORBI-PXQQMZJSSA-N,Approved,
Indomethacin,Anti-inflammatory,HIV-1,ssRNA-RT,*,,,,,,,,Human COX,Cyclo-oxygenase (COX) enzyme or prostaglandin G/H synthase inhibitor,PMID:7875307,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00328,3715,CGIGDMFJXJATDK-UHFFFAOYSA-N,Approved,
Indomethacin,Anti-inflammatory,HSV-1,dsDNA,*,,,,,,,,Human COX,Cyclo-oxygenase (COX) enzyme or prostaglandin G/H synthase inhibitor,PMID:1964373,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00328,3715,CGIGDMFJXJATDK-UHFFFAOYSA-N,Approved,
Indomethacin,Anti-inflammatory,SARS-CoV,(+)ssRNA,*,,,,,,,,Human COX,Cyclo-oxygenase (COX) enzyme or prostaglandin G/H synthase inhibitor,PMID:17302372,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB00328,3715,CGIGDMFJXJATDK-UHFFFAOYSA-N,Approved,
Indomethacin,Anti-inflammatory,VSV,(-)ssRNA,*,,,,,,,,Human COX,Cyclo-oxygenase (COX) enzyme or prostaglandin G/H synthase inhibitor,PMID:25856684,Rhabdoviridae,Indiana vesiculovirus,,Vesicular stomatitis,11,DB00328,3715,CGIGDMFJXJATDK-UHFFFAOYSA-N,Approved,
Ingavirin,Anticancer,FLUAV,(-)ssRNA,,,,,*,,,,Unknown,Unknown,PMID: 21598625,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB11944,9942657,KZIMLUFVKJLCCH-UHFFFAOYSA-N,Investigational,
Ingavirin,Anticancer,HAdV-5,dsDNA,,,*,,,,,,Unknown,Unknown,PMID: 22359945,Adenoviridae,Human mastadenovirus C,Human adenovirus C5,Respiratory disease,73,DB11944,9942657,KZIMLUFVKJLCCH-UHFFFAOYSA-N,Investigational,
Ingavirin,Anticancer,FLUBV,(-)ssRNA,,,*,,,,,,Unknown,Unknown,PMID: 20695201,Orthomyxoviridae,Influenza B virus,,Influenza,34,DB11944,9942657,KZIMLUFVKJLCCH-UHFFFAOYSA-N,Investigational,
Ingavirin,Anticancer,HPIV,(-)ssRNA,,,*,,,,,,Unknown,Unknown,PMID: 22834146,Paramyxoviridae,,,Upper respiratory tract infections,4,DB11944,9942657,KZIMLUFVKJLCCH-UHFFFAOYSA-N,Investigational,
Ingavirin,Anticancer,HMPV,(-)ssRNA,*,,,,,,,,Unknown,Unknown,PMID: 22624471,Pneumoviridae,Human metapneumovirus,,Lower respiratory infection in young children,24,DB11944,9942657,KZIMLUFVKJLCCH-UHFFFAOYSA-N,Investigational,
Inosine (Inosine pranobex),Antiviral,HPV,dsDNA,,,,,,,*,,Viral DNA pol,Stimulates cell-mediated immune response,DrugBank ID: DB13156,Papillomaviridae,,,,,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HSV-1,dsDNA,,,,,,,*,,Viral DNA pol,Stimulates cell-mediated immune response,DrugBank ID: DB13156,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HSV-2,dsDNA,,,,,,,*,,Viral DNA pol,Stimulates cell-mediated immune response,DrugBank ID: DB13156,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HIV-1,ssRNA-RT,,,,,,*,,,Viral RT,Stimulates cell-mediated immune response,PMID: 7520643,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HRV-A21,(+)ssRNA,,,,,*,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 81636,Picornaviridae,Rhinovirus A,Rhinovirus A21,Common cold ,86,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,FLUAV,(-)ssRNA,,,,*,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 6166605,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HBV,dsDNA-RT,,,,*,,,,,Viral RT,Stimulates cell-mediated immune response,PMID: 2431857,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,MeV,(-)ssRNA,,,,*,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 12781117,Paramyxoviridae,Measles morbillivirus,,Measles,33,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,VACV,dsDNA,,,,*,,,,,Viral DNA pol,Stimulates cell-mediated immune response,PMID: 2431857,Poxviridae,Vaccinia virus,,No disease in human,5,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,VZV,dsDNA,,,,*,,,,,Viral DNA pol,Stimulates cell-mediated immune response,PMID: 2431857,Herpesviridae,Human alphaherpesvirus 3,,Chickenpox (varicella),12,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,RABV,(-)ssRNA,,,*,,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 11765237,Rhabdoviridae,Rabies lyssavirus,,Rabies ,11,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,CV-A16,(+)ssRNA,*,,,,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 28146624,Picornaviridae,Enterovirus A,Coxsackievirus A16,"Hand, foot, and mouth disease",9,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,EMCV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 2428301,Picornaviridae,Cardiovirus A,,Encephalomyocarditis,9,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HAdV-2,dsDNA,*,,,,,,,,Viral DNA pol,Stimulates cell-mediated immune response,PMID: 26591662,Adenoviridae,Human mastadenovirus C,Human adenovirus C2,Respiratory disease,73,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HAdV-5,dsDNA,*,,,,,,,,Viral DNA pol,Stimulates cell-mediated immune response,PMID: 26591662,Adenoviridae,Human mastadenovirus C,Human adenovirus C5,Respiratory disease,73,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HAV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 1279362,Picornaviridae,Hepatovirus A,Human Hepatitis A virus,Hepatitis A,86,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,EV-A71,(+)ssRNA,*,,,,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 28146624,Picornaviridae,Enterovirus A,Enterovirus A71,"Acute flaccid myelitis (polio-like disorder); Gastroenteritis; Hand, foot, and mouth disease",9,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,HPIV-4,(-)ssRNA,*,,,,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 26591662,Paramyxoviridae,Human orthorubulavirus 4,,Respiratory disease,4,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Inosine (Inosine pranobex),Antiviral,RoV-SA11,dsRNA,*,,,,,,,,Viral RNA pol,Stimulates cell-mediated immune response,PMID: 8731352,Reoviridae,Rotavirus A,Simian rotavirus A,Diarrheal disease,0,DB13156,135449284,YLDCUKJMEKGGFI-QCSRICIXSA-N,Approved,
Interferon alpha,Antiviral; Anticancer,HBV,dsDNA-RT,,,,,,,,*,Human IFNAR,Stimulates cell-mediated immune response,PMID: 28329061,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HCV,(+)ssRNA,,,,,,,*,,Human IFNAR,Stimulates cell-mediated immune response,DrugBank ID: DB00008; DrugBank ID: DB000022,Flaviviridae,Hepacivirus C,,Hepatitis C,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HPV,dsDNA,,,,,,,*,,Human IFNAR,Stimulates cell-mediated immune response,DrugBank ID: DB000011,Papillomaviridae,,,,,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HDV,(-)ssRNA,,,,,,*,,,Human IFNAR,Stimulates cell-mediated immune response,NCT02732639,Kolmioviridae,Hepatitis delta virus,,Hepatitis D,-1,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HIV-1,ssRNA-RT,,,,,,*,,,Human IFNAR,Stimulates cell-mediated immune response,NCT00196638,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,MERS-CoV,(+)ssRNA,,,,,*,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 25827696,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,RSV,(-)ssRNA,,,,,*,,,,Human IFNAR,IFNR agonist,PMID: 8259875,Pneumoviridae,Human orthopneumovirus,,Lower respiratory tract infections,24,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HEV,(+)ssRNA,,,,*,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 32677900; PMID: 20373458,Hepeviridae,Orthohepevirus A,,Hepatitis E,10,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,EMCV,(+)ssRNA,,,*,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 3021874,Picornaviridae,Cardiovirus A,,Encephalomyocarditis,9,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,PICV,(-)ssRNA,,,*,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 17066896,Arenaviridae,Cali mammarenavirus,,No disease in human,0,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,SARS-CoV,(+)ssRNA,,*,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 14981511,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,VSV,(-)ssRNA,,*,,,,,,,Human IFNAR,IFNR agonist,PMID: 15198231,Rhabdoviridae,Indiana vesiculovirus,,Vesicular stomatitis,11,N/A,N/A,N/A,Approved ,
